open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,timestamp,close_timestamp,exchange,symbol,spread_bps,bid,ask,bid_size,ask_size,funding_rate,returns,volatility,trend,momentum,regime
1717171200000,3744.77,3794.62,3723.75,3785.45,56610.6927,1717185599999,212961789.241954,132356,28294.6365,106405315.451468,0,2024-05-31 16:00:00,2024-05-31 19:59:59.999,binance,ETHUSDT,5.0,3784.5036375,3786.3963625,5661.06927,5661.06927,-5.634869391309544e-05,,,,,ranging
1717185600000,3785.45,3800.94,3742.0,3762.29,32863.1898,1717199999999,124097120.116985,96946,16260.5767,61406411.466941,0,2024-05-31 20:00:00,2024-05-31 23:59:59.999,binance,ETHUSDT,5.0,3761.3494275000003,3763.2305725,3286.31898,3286.31898,-3.2761881251466874e-05,-0.006118162966093799,,,,ranging
1717200000000,3762.29,3782.07,3752.67,3778.98,19162.466,1717214399999,72216567.160926,50931,9954.3404,37515056.761519,0,2024-06-01 00:00:00,2024-06-01 03:59:59.999,binance,ETHUSDT,5.0,3778.0352550000002,3779.9247450000003,1916.2466000000002,1916.2466000000002,-7.228575744806258e-05,0.004436127996512829,,,,ranging
1717214400000,3778.98,3794.11,3770.31,3773.0,19843.0304,1717228799999,75079318.495189,73161,9728.5329,36813683.454143,0,2024-06-01 04:00:00,2024-06-01 07:59:59.999,binance,ETHUSDT,5.0,3772.05675,3773.9432500000003,1984.30304,1984.30304,-2.1997555120590964e-05,-0.0015824375889790243,,,,ranging
1717228800000,3772.99,3809.55,3772.43,3788.28,28016.7925,1717243199999,106203811.478938,88223,14842.7133,56268859.366805,0,2024-06-01 08:00:00,2024-06-01 11:59:59.999,binance,ETHUSDT,5.0,3787.3329300000005,3789.2270700000004,2801.67925,2801.67925,-1.9133402335806487e-05,0.004049827723297206,,,,ranging
1717243200000,3788.28,3814.67,3787.0,3798.6,23200.5208,1717257599999,88241205.709088,68292,12297.1266,46770520.616822,0,2024-06-01 12:00:00,2024-06-01 15:59:59.999,binance,ETHUSDT,5.0,3797.65035,3799.5496500000004,2320.05208,2320.05208,7.175955199998483e-05,0.0027241914536411116,,,,ranging
1717257600000,3798.6,3809.81,3790.21,3804.51,18166.4278,1717271999999,69037478.948599,58410,9758.3354,37083877.053444,0,2024-06-01 16:00:00,2024-06-01 19:59:59.999,binance,ETHUSDT,5.0,3803.5588725000002,3805.4611275000007,1816.6427800000001,1816.6427800000001,0.000151376988426849,0.0015558363607646175,,,,ranging
1717272000000,3804.5,3833.3,3799.0,3815.82,24297.9631,1717286399999,92722241.045116,60360,13786.5612,52616562.79815,0,2024-06-01 20:00:00,2024-06-01 23:59:59.999,binance,ETHUSDT,5.0,3814.866045,3816.7739550000006,2429.79631,2429.79631,5.46129107822976e-05,0.00297278756002739,,,,ranging
1717286400000,3815.82,3838.59,3797.7,3807.13,40362.6748,1717300799999,154024305.945867,91649,20008.6228,76360562.422073,0,2024-06-02 00:00:00,2024-06-02 03:59:59.999,binance,ETHUSDT,5.0,3806.1782175000003,3808.0817825000004,4036.2674800000004,4036.2674800000004,-0.0001458791819142646,-0.0022773610914561537,,,,ranging
1717300800000,3807.13,3824.5,3792.25,3793.33,42266.6486,1717315199999,161011132.580926,142680,21218.8092,80835532.318902,0,2024-06-02 04:00:00,2024-06-02 07:59:59.999,binance,ETHUSDT,5.0,3792.3816675,3794.2783325,4226.66486,4226.66486,-7.908878467057828e-05,-0.003624777719699712,,,,ranging
1717315200000,3793.33,3810.0,3770.99,3805.01,40043.5712,1717329599999,151690080.493157,105418,20692.0143,78377244.746853,0,2024-06-02 08:00:00,2024-06-02 11:59:59.999,binance,ETHUSDT,5.0,3804.0587475,3805.9612525000007,4004.35712,4004.35712,0.00013040337267708946,0.003079088821694942,,,,ranging
1717329600000,3805.01,3810.0,3776.86,3798.78,23979.178,1717343999999,91034126.958629,82015,11949.1583,45368405.721801,0,2024-06-02 12:00:00,2024-06-02 15:59:59.999,binance,ETHUSDT,5.0,3797.8303050000004,3799.7296950000004,2397.9178,2397.9178,-0.00012884888045924727,-0.001637315013626739,,,,ranging
1717344000000,3798.79,3803.67,3752.62,3782.37,37585.3386,1717358399999,141816006.080315,94335,18560.9121,70033410.448476,0,2024-06-02 16:00:00,2024-06-02 19:59:59.999,binance,ETHUSDT,5.0,3781.4244075,3783.3155925,3758.5338600000005,3758.5338600000005,2.176222672215272e-05,-0.004319807938338194,,,,ranging
1717358400000,3782.37,3796.44,3765.99,3780.91,26058.0295,1717372799999,98525085.604863,63466,13568.1351,51293450.045876,0,2024-06-02 20:00:00,2024-06-02 23:59:59.999,binance,ETHUSDT,5.0,3779.9647725,3781.8552275,2605.8029500000002,2605.8029500000002,-0.00010399388319088847,-0.0003860013695117237,,,,ranging
1717372800000,3780.92,3821.32,3761.05,3799.5,34542.182,1717387199999,131117886.296479,95930,17406.6134,66100014.134121,0,2024-06-03 00:00:00,2024-06-03 03:59:59.999,binance,ETHUSDT,5.0,3798.550125,3800.4498750000002,3454.2182000000003,3454.2182000000003,9.603253272853993e-05,0.004916805742532837,,,,ranging
1717387200000,3799.51,3842.01,3795.18,3817.82,41747.9614,1717401599999,159461954.882479,107766,21856.7797,83482486.907748,0,2024-06-03 04:00:00,2024-06-03 07:59:59.999,binance,ETHUSDT,5.0,3816.865545,3818.7744550000007,4174.79614,4174.79614,-9.808032989813444e-05,0.0048216870640873655,,,,ranging
1717401600000,3817.81,3840.16,3804.7,3809.0,37028.9177,1717415999999,141508023.90445,87032,17798.3696,68007791.567074,0,2024-06-03 08:00:00,2024-06-03 11:59:59.999,binance,ETHUSDT,5.0,3808.04775,3809.9522500000003,3702.89177,3702.89177,-3.253916422559738e-05,-0.002310218920745344,,,,ranging
1717416000000,3809.01,3849.99,3758.43,3796.82,82479.9693,1717430399999,313947999.234888,204849,42068.7793,160190400.278925,0,2024-06-03 12:00:00,2024-06-03 15:59:59.999,binance,ETHUSDT,5.0,3795.8707950000003,3797.7692050000005,8247.99693,8247.99693,7.126515666541864e-05,-0.0031976896823312506,,,,ranging
1717430400000,3796.82,3798.63,3759.0,3773.4,31798.1474,1717444799999,120055517.969195,88868,14950.7724,56448939.764172,0,2024-06-03 16:00:00,2024-06-03 19:59:59.999,binance,ETHUSDT,5.0,3772.45665,3774.3433500000006,3179.8147400000003,3179.8147400000003,-8.48468577250894e-05,-0.00616831980446797,,,,ranging
1717444800000,3773.39,3784.88,3759.67,3767.06,21251.5242,1717459199999,80148254.00888,64423,11516.64,43439834.034161,0,2024-06-03 20:00:00,2024-06-03 23:59:59.999,binance,ETHUSDT,5.0,3766.118235,3768.0017650000004,2125.15242,2125.15242,0.000137436665412309,-0.0016801823289341877,,,,ranging
1717459200000,3767.07,3785.19,3730.0,3773.51,37241.3776,1717473599999,140154410.953269,91121,18291.6781,68849370.580896,0,2024-06-04 00:00:00,2024-06-04 03:59:59.999,binance,ETHUSDT,5.0,3772.5666225000004,3774.4533775000004,3724.13776,3724.13776,6.420234116967177e-06,0.0017122105833196066,,,,ranging
1717473600000,3773.51,3778.63,3752.1,3774.72,22170.4494,1717487999999,83531453.892005,61828,11255.322,42414331.320882,0,2024-06-04 04:00:00,2024-06-04 07:59:59.999,binance,ETHUSDT,5.0,3773.77632,3775.66368,2217.04494,2217.04494,-9.123363932756517e-06,0.0003206563650286487,,,,ranging
1717488000000,3774.72,3782.99,3741.6,3764.65,28835.7026,1717502399999,108435614.851255,82695,14275.8273,53683312.15757,0,2024-06-04 08:00:00,2024-06-04 11:59:59.999,binance,ETHUSDT,5.0,3763.7088375000003,3765.5911625000003,2883.5702600000004,2883.5702600000004,1.5706227906417312e-05,-0.0026677475415394225,,,,ranging
1717502400000,3764.65,3817.99,3753.57,3810.63,67169.5087,1717516799999,254245002.435401,144723,37497.4245,141961089.798414,0,2024-06-04 12:00:00,2024-06-04 15:59:59.999,binance,ETHUSDT,5.0,3809.6773425,3811.5826575000006,6716.950870000001,6716.950870000001,6.189464018899462e-05,0.012213618795904102,,,,ranging
1717516800000,3810.63,3831.65,3776.2,3800.38,52190.8252,1717531199999,198962155.675103,124989,27286.9722,104047235.54371,0,2024-06-04 16:00:00,2024-06-04 19:59:59.999,binance,ETHUSDT,5.0,3799.4299050000004,3801.3300950000003,5219.08252,5219.08252,-0.00018685206622931215,-0.0026898439365669047,,,,ranging
1717531200000,3800.37,3822.0,3792.0,3810.23,24455.8833,1717545599999,93205292.792857,63158,12235.0258,46630304.472727,0,2024-06-04 20:00:00,2024-06-04 23:59:59.999,binance,ETHUSDT,5.0,3809.2774425000002,3811.1825575000003,2445.58833,2445.58833,0.00038806294809558387,0.0025918460785501196,,,,ranging
1717545600000,3810.23,3839.92,3800.0,3810.45,37461.0947,1717559999999,142959618.259839,89866,19414.058,74104702.815001,0,2024-06-05 00:00:00,2024-06-05 03:59:59.999,binance,ETHUSDT,5.0,3809.4973875,3811.4026125,3746.1094700000003,3746.1094700000003,5.1141684158932134e-05,5.773929657792998e-05,,,,ranging
1717560000000,3810.45,3820.81,3777.33,3809.58,52478.4484,1717574399999,199357842.595975,110628,25330.4233,96247854.509423,0,2024-06-05 04:00:00,2024-06-05 07:59:59.999,binance,ETHUSDT,5.0,3808.627605,3810.532395,5247.844840000001,5247.844840000001,2.665631546478215e-05,-0.00022831948982404704,,,,ranging
1717574400000,3809.57,3811.03,3788.9,3804.31,31518.1002,1717588799999,119787111.819301,75536,16508.505,62741057.053957,0,2024-06-05 08:00:00,2024-06-05 11:59:59.999,binance,ETHUSDT,5.0,3803.3589225,3805.2610775000003,3151.8100200000003,3151.8100200000003,0.0001668793131403396,-0.001383354595519748,,,,ranging
1717588800000,3804.31,3824.44,3782.0,3813.58,47557.5833,1717603199999,181032783.262952,122240,24817.2842,94483914.036067,0,2024-06-05 12:00:00,2024-06-05 15:59:59.999,binance,ETHUSDT,5.0,3812.626605,3814.5333950000004,4755.75833,4755.75833,0.0001102836285550842,0.0024367099421445104,,,,ranging
1717603200000,3813.59,3878.0,3796.8,3876.54,73294.7532,1717617599999,281867570.768454,172545,41102.5017,158083555.719688,0,2024-06-05 16:00:00,2024-06-05 19:59:59.999,binance,ETHUSDT,5.0,3875.570865,3877.5091350000002,7329.475320000001,7329.475320000001,0.00020816102690419515,0.016509421593358553,0.45394768641663114,,0.02406318931699003,ranging
